Id,results
1718,147012.6690820631
1719,227113.2235935492
1720,248799.17819114108
1721,146573.639611082
1722,111537.98652444998
1723,149633.20446071247
1724,216837.46895948853
1725,240900.20589772458
1726,186283.07451203358
1727,150053.8310683764
1728,155154.99467508806
1729,173271.73365416177
1730,171076.5284033514
1731,108212.54400035445
1732,131964.43546009515
1733,117404.84794868607
1734,122304.26810441128
1735,90561.70978861753
1736,95864.55207376447
1737,282821.40177810413
1738,265394.59312014363
1739,244636.10901788235
1740,219703.58415676918
1741,192108.09207037403
1742,177426.05702317794
1743,168375.94604373476
1744,365660.1738554876
1745,221866.12008268278
1746,197451.77566413567
1747,220888.0037395536
1748,224904.8866514001
1749,133517.77881319806
1750,136261.0356392668
1751,231574.24425156447
1752,106681.20856321775
1753,156582.07604146455
1754,196585.83988763634
1755,170699.90521319196
1756,143588.82011223034
1757,118721.47827073684
1758,143415.0925561733
1759,159423.37236043307
1760,159486.77013755342
1761,153717.93845750982
1762,184776.93258479386
1763,184888.26589741217
1764,115442.96480304128
1765,184494.04574297028
1766,184014.97719455426
1767,227119.00156465205
1768,140505.72177749997
1769,160921.85648973272
1770,148662.18496271534
1771,122641.59311474799
1772,132570.94663349664
1773,109787.96565376836
1774,155031.40516551895
1775,140982.51432826565
1776,130029.28676204322
1777,109015.60378974545
1778,147354.32351327394
1779,137663.08061322974
1780,154600.31431811754
1781,125546.87723874752
1782,77350.35244247116
1783,140037.66284210546
1784,98818.82954847612
1785,145037.56457612556
1786,111793.41325738592
1787,151646.0500870569
1788,52437.397032660054
1789,106988.35528439059
1790,69370.89318112549
1791,198926.53631705986
1792,168386.78085136958
1793,137635.37144038742
1794,161844.33521263566
1795,134939.20910789105
1796,134510.01129232705
1797,118303.5374591377
1798,124862.68158359252
1799,99552.68167912317
1800,126536.82430693772
1801,125347.92268305164
1802,105888.44478532285
1803,160708.64305564514
1804,123942.99704380412
1805,129780.6343376053
1806,127217.7184378345
1807,144365.57174819647
1808,121936.97022486091
1809,131434.39463980202
1810,139289.39299854435
1811,157995.83711965507
1812,108922.36722465474
1813,145399.20299801635
1814,97152.6965069937
1815,45216.43040755074
1816,102219.70669315508
1817,106760.30014375816
1818,170123.90930555793
1819,141693.5932526175
1820,28909.969621683093
1821,104311.96661486928
1822,149838.81921777697
1823,27285.058968253055
1824,131115.7511094686
1825,153738.4582830191
1826,101635.4047133041
1827,106639.98451464213
1828,140586.2618610124
1829,117784.01316011659
1830,149892.70988287855
1831,162401.45363976396
1832,32494.184833668725
1833,148358.60460028876
1834,119499.40063627702
1835,120961.89932505749
1836,135601.3098334771
1837,79885.24823701972
1838,120055.86963452896
1839,108919.90921376189
1840,147225.12311061923
1841,137033.73463404048
1842,70607.25609406325
1843,145283.11125627495
1844,143260.18868078184
1845,143639.98575833705
1846,153138.8504525631
1847,170489.15150160142
1848,39686.53721146248
1849,95962.78633591402
1850,107953.8104512215
1851,145277.32820036224
1852,105889.19058682755
1853,119548.0928009123
1854,169705.05993718267
1855,163506.9377379807
1856,218323.2012373573
1857,115784.86625238098
1858,148673.02020704266
1859,103439.1176207772
1860,142353.727135175
1861,111694.5430232285
1862,300668.15593910904
1863,289217.69006227923
1864,289243.69712351484
1865,366260.1267061768
1866,343601.151280461
1867,209816.3745118185
1868,289354.98821169056
1869,206198.91762317423
1870,217617.30957429213
1871,255606.06049279575
1872,170839.46828915304
1873,238623.2031903801
1874,145219.89407337885
1875,183723.6412598091
1876,201971.75218714806
1877,208882.48795092557
1878,192731.87691508335
1879,140716.26017428734
1880,132046.52272606207
1881,242919.01037665395
1882,232323.7871644691
1883,186285.79954123948
1884,203104.64063635175
1885,229987.89794039758
1886,285803.99798589793
1887,216974.29957535127
1888,256607.95987750342
1889,165808.5263598164
1890,97385.31876729414
1891,99425.48299483894
1892,102613.5029505243
1893,133111.15670123123
1894,115954.1309187355
1895,137983.7937051317
1896,129033.955481883
1897,120808.76724151694
1898,100688.31208631661
1899,162628.3784795402
1900,156769.9022078706
1901,190914.27032727594
1902,183906.5295995405
1903,219379.96025505275
1904,165207.73545701228
1905,201602.11746891806
1906,174224.16900790096
1907,237594.98644061698
1908,114029.48038067142
1909,127023.52460823892
1910,129336.0526630544
1911,234728.6442189867
1912,322509.2590423693
1913,154823.934119725
1914,51933.28107428699
1915,349120.81123322423
1916,59089.41219476829
1917,222144.42536937803
1918,136657.8237737446
1919,155052.01498930514
1920,164544.1861289403
1921,385769.62958421593
1922,346073.6883232676
1923,239501.62339396062
1924,230528.67161044045
1925,208196.00863969498
1926,384633.8456586095
1927,127470.44367126966
1928,174459.74607994137
1929,121413.53782356004
1930,128917.9573344333
1931,115879.23089179475
1932,125951.81904948605
1933,199637.97244800846
1934,189112.98792628103
1935,164694.9144253223
1936,211890.25957304842
1937,174620.6155153366
1938,165200.04328241848
1939,275163.1261968608
1940,203423.92009989262
1941,168307.56302503796
1942,155231.08173447495
1943,235664.0778184081
1944,380900.16886651656
1945,417782.76894718176
1946,147467.70016732413
1947,128922.55005756204
1948,177766.9670621203
1949,238919.57231830384
1950,186449.5165547095
1951,243758.3361299494
1952,200762.60396829105
1953,178703.97024254172
1954,183833.3812128808
1955,135471.01249555728
1956,281452.2687963261
1957,158183.4971382776
1958,242033.65151971063
1959,136504.0796351756
1960,94418.51921886436
1961,123249.80273001592
1962,94736.8439302379
1963,107861.23712036337
1964,105941.41501353143
1965,133311.13454843403
1966,142840.40354369252
1967,313933.01349207084
1968,414033.9055735313
1969,398020.7805849337
1970,401760.06672864896
1971,446610.49378863745
1972,369829.94068207685
1973,292581.89935985184
1974,340137.6794297225
1975,338228.318722588
1976,280271.37742167665
1977,367511.5529921844
1978,343541.1442565494
1979,323149.2074105707
1980,207104.31176130378
1981,358928.6397956682
1982,215912.97912245148
1983,199358.707064511
1984,175992.4725757269
1985,229984.06581336024
1986,204914.1651962923
1987,211692.140220541
1988,168139.4671521941
1989,185520.77911167147
1990,204778.78109780393
1991,232543.65888828968
1992,225412.5263514281
1993,165822.4859411134
1994,232545.3848237572
1995,181925.0257099203
1996,283141.44887811714
1997,314803.0688106138
1998,325169.3326330215
1999,310966.8198375867
2000,321363.0789538729
2001,288875.9353500148
2002,245041.67495456195
2003,238104.52501280882
2004,279449.53752135905
2005,229611.60314334554
2006,221778.7147570222
2007,241448.05607317804
2008,236530.064048751
2009,211722.32459036398
2010,195796.06732009628
2011,124550.08641567847
2012,179810.52298648466
2013,181432.10949943235
2014,186782.61902393305
2015,222000.61679702226
2016,197151.6716438222
2017,199384.82159785015
2018,99849.98182476193
2019,132668.68631486475
2020,76669.72156822865
2021,95000.32387290496
2022,211948.9417063135
2023,139395.04081943628
2024,292784.184261085
2025,357054.4812477692
2026,167732.72071016507
2027,153226.16857227913
2028,157160.47215890206
2029,175661.20694527143
2030,258297.76698054557
2031,229452.4132561546
2032,254417.9971004212
2033,248886.93647901012
2034,176543.26704424337
2035,240325.29661426714
2036,196277.6725171753
2037,217067.80298344835
2038,327878.3748710868
2039,227566.0083736926
2040,315804.2687882506
2041,315831.91111660004
2042,214338.06255582764
2043,181394.5234107177
2044,173305.74792880446
2045,202643.3850368955
2046,160658.69138092405
2047,139440.41427347154
2048,135173.9306186335
2049,137179.38510289878
2050,163280.62456857503
2051,99403.53577899697
2052,112021.75855412098
2053,144140.50273433325
2054,84889.65356746639
2055,175817.22144369848
2056,130010.44869678371
2057,91773.94445317655
2058,209886.87720416623
2059,123298.85986906613
2060,183358.23053409925
2061,171160.1716316619
2062,124944.95762479815
2063,111081.20677594139
2064,135182.406392368
2065,75257.64385322083
2066,174562.31563229716
2067,102272.70768505751
2068,156288.2555997425
2069,83386.14473607807
2070,113227.25265533474
2071,101276.51502152762
2072,139209.31675039974
2073,117130.32877520515
2074,198116.6838768136
2075,171098.17858519938
2076,118272.11970651147
2077,165923.78953461346
2078,132470.20811146774
2079,124982.7569518862
2080,123053.45857529013
2081,125197.88333202127
2082,137264.264876313
2083,155353.81287863103
2084,107154.31940929682
2085,116043.92751334605
2086,111551.62895029385
2087,118452.5385378827
2088,105515.4585305806
2089,74675.39614830489
2090,112337.93772018349
2091,107011.98516683743
2092,125150.00455972619
2093,151233.53548135373
2094,113896.12260390722
2095,172810.37522323566
2096,80055.58710352561
2097,93417.45008750467
2098,165123.14629092158
2099,35093.71440321763
2100,53860.98390790305
2101,114522.24360704093
2102,118036.07749934026
2103,105709.41362963288
2104,129569.91973193825
2105,138255.56290708084
2106,54922.69012650612
2107,188590.13221520322
2108,123469.29592925237
2109,118083.82051501932
2110,118698.66282835879
2111,155679.94809445294
2112,143397.68104075358
2113,119430.93440827026
2114,116614.70947700526
2115,162588.7171144229
2116,116402.6091554565
2117,148881.25333932994
2118,122130.16621997158
2119,121440.03750074605
2120,91902.12330448112
2121,107883.99314165788
2122,122766.56042562329
2123,77097.03018364447
2124,167952.70188735562
2125,122151.78757366582
2126,157353.2636759169
2127,170009.33765738408
2128,133706.2750381962
2129,46810.12270820115
2130,141860.38790641745
2131,112839.51848411022
2132,113967.14575188511
2133,129432.35620005705
2134,118304.75571467864
2135,100048.15972216145
2136,76366.60699477603
2137,108381.79724393316
2138,128646.20747769854
2139,136432.6554056904
2140,143751.67190323022
2141,172331.85212690846
2142,130093.94838314617
2143,160175.3969437645
2144,129477.61449251926
2145,143734.20138841515
2146,189350.64711099534
2147,128498.402846246
2148,117427.6158585122
2149,127210.54487342687
2150,234297.529013501
2151,127386.03817481126
2152,195113.40392957252
2153,184851.28571698532
2154,106047.58465500196
2155,137564.6079696775
2156,266025.4470056738
2157,234808.55517929557
2158,241688.5667709773
2159,224978.87334579506
2160,183329.3529019821
2161,223721.7436841698
2162,378289.74712688173
2163,360515.311568337
2164,245703.04234807144
2165,200317.96114803196
2166,158331.47997317414
2167,227762.7968003526
2168,197967.94609982145
2169,192433.7023723642
2170,221734.6661624645
2171,154815.48184355858
2172,133205.14258032056
2173,189642.63838833474
2174,221725.62783063293
2175,264544.40521358
2176,307236.15198738873
2177,239109.4141782955
2178,208921.80381356433
2179,128974.81456923948
2180,229525.26906357516
2181,193053.86158982918
2182,219883.97748627744
2183,188770.8104901048
2184,122172.98968837594
2185,110232.02709602748
2186,159921.382794684
2187,138545.98823299303
2188,153026.5911331493
2189,318635.96425811737
2190,87347.98869534486
2191,66584.33113730766
2192,78734.633787028
2193,131575.9111731059
2194,93946.88663287598
2195,84022.41867703383
2196,110440.40113869912
2197,116166.51143908242
2198,165793.2926038578
2199,175997.26410965036
2200,156289.40979074218
2201,157227.7126616223
2202,190222.2549151538
2203,142042.60935135742
2204,199030.12827022022
2205,137315.24558037097
2206,161226.1606499273
2207,218642.97610317098
2208,262703.2966181766
2209,272252.13149474235
2210,125400.30578034438
2211,121570.78598862744
2212,126732.17732841751
2213,102184.29523285429
2214,141692.77872783176
2215,102660.89558825965
2216,168817.60178766397
2217,119166.5324469702
2218,59066.547581936204
2219,36837.11482213202
2220,9061.197727830353
2221,349656.81207251595
2222,304983.8140446991
2223,280083.16692609666
2224,201549.98951143512
2225,114344.93875204862
2226,189207.15285551242
2227,188999.32338291078
2228,281616.06142184534
2229,250857.98626427512
2230,161221.87155763104
2231,216753.67644378074
2232,183083.5989851644
2233,184730.10342434465
2234,244054.14570981867
2235,231123.0053240482
2236,250252.95472971068
2237,307302.9873259885
2238,188431.83842524394
2239,118978.3273624377
2240,150028.12768516454
2241,135511.2004931783
2242,127320.90443977944
2243,122827.29716073952
2244,102710.35529372815
2245,122610.7966876975
2246,136930.94790417326
2247,126009.4947645636
2248,127604.77548822804
2249,116317.84075027468
2250,126552.7880361024
2251,99653.04264005247
2252,197576.72326113124
2253,158554.74830981277
2254,177630.79087237248
2255,188968.1190747251
2256,166936.34132421485
2257,216560.7593818668
2258,147611.05738971665
2259,175275.72195995835
2260,126938.81932519379
2261,218925.61251858462
2262,239834.5298264027
2263,385368.75974477024
2264,471739.08778567624
2265,154734.79827327005
2266,327203.72242068173
2267,399647.95715401124
2268,479485.80862720974
2269,147181.19677061218
2270,181695.3878630917
2271,214469.08061958247
2272,180093.4380212934
2273,150366.1463070766
2274,184099.38788982623
2275,162838.94884564358
2276,198676.24555945818
2277,182801.94354247118
2278,151513.1122947587
2279,136983.21065841665
2280,104341.64052168751
2281,140649.16826274365
2282,158655.03608293438
2283,113418.65021279038
2284,124491.75822259465
2285,155190.39879503244
2286,121688.50908814327
2287,392174.1939440273
2288,293560.64060089504
2289,352506.8197376039
2290,444949.0904630438
2291,353525.4913184296
2292,427006.49787537206
2293,468281.255291826
2294,390110.4905615278
2295,468285.33041103755
2296,285622.97749648103
2297,387154.69058632303
2298,375456.10307410324
2299,350185.1365401747
2300,332896.7724338197
2301,333470.6153996058
2302,262278.2173462331
2303,249270.99650897554
2304,258413.75142327536
2305,213670.9235281565
2306,203365.85682760322
2307,205575.9746082053
2308,227502.52498877284
2309,305921.94401628757
2310,212126.89532426003
2311,211011.76560164944
2312,189319.5527583305
2313,167331.36011002076
2314,186099.37940064844
2315,181900.0816352321
2316,198135.7631918488
2317,202889.55430055296
2318,187333.29395976572
2319,190006.28527667376
2320,184788.8147119093
2321,236663.082505018
2322,201627.75322981973
2323,201477.0111364094
2324,173442.44926993226
2325,210911.31144551377
2326,172414.41529216248
2327,195856.0977839914
2328,216682.1196099101
2329,189589.1810319112
2330,181106.873029097
2331,341171.012538502
2332,391439.79390019516
2333,323421.82430487033
2334,276633.5062016966
2335,296925.17608261853
2336,320847.79922173475
2337,202244.72824224507
2338,254074.46029213446
2339,212054.76621415073
2340,399363.8236872909
2341,211485.76147167434
2342,228931.38766017722
2343,224535.96522894458
2344,216170.42646929625
2345,221864.34492117775
2346,215708.66309069147
2347,208552.76506396898
2348,251269.09030190486
2349,206272.23093890052
2350,316288.8242711071
2351,289763.7720369408
2352,244544.14810436874
2353,253592.6548720403
2354,163918.99965892083
2355,150434.02846620328
2356,142810.659605681
2357,193026.16547194266
2358,194978.8014877001
2359,128115.04509487146
2360,110535.41025590224
2361,155554.87498819552
2362,263619.61270302604
2363,130330.45916740297
2364,146689.6784010078
2365,201278.95299347866
2366,189716.56842109936
2367,213763.80561036666
2368,220232.59100789277
2369,214029.37071127005
2370,169307.84800805876
2371,164040.86848271594
2372,194703.52815370847
2373,288869.6482272055
2374,307800.89464298636
2375,244167.65022125983
2376,289211.3721695731
2377,344925.88776136795
2378,151766.81234563634
2379,228103.37005809744
2380,147071.89086941353
2381,173615.2686408493
2382,202154.94029183828
2383,194203.46672628217
2384,235219.32298772645
2385,150746.1968389063
2386,134553.88826168285
2387,125760.04855874556
2388,102616.26793529099
2389,104239.23726470914
2390,148915.2651921227
2391,135560.47174696418
2392,117945.24322970773
2393,172536.78721995515
2394,139811.48476973877
2395,210510.57397037002
2396,133164.69574894107
2397,213954.52959172896
2398,129061.02687033455
2399,74557.07611729956
2400,62073.40514881915
2401,151008.0394182834
2402,133918.48608621725
2403,146177.71048482836
2404,149756.14405363242
2405,150809.9571719866
2406,143315.65676794507
2407,128015.16644309161
2408,122981.5762297991
2409,106575.24903885048
2410,185071.74054949454
2411,112644.74389915125
2412,159100.8528578198
2413,120844.23040017814
2414,174482.64742137425
2415,135692.58078463146
2416,130158.76191507818
2417,143520.1794163082
2418,138847.08959880334
2419,127067.51655232909
2420,122595.19125587682
2421,382177.95029191545
2422,104184.26256677957
2423,115055.79287182985
2424,127850.42854205662
2425,220210.94047584457
2426,133936.22788725424
2427,133196.35996376027
2428,192613.56961528075
2429,98398.2238413748
2430,129860.84240098626
2431,96992.23577702563
2432,153853.8173194146
2433,153089.28675360026
2434,143887.56271119372
2435,173064.4769325983
2436,114849.710150447
2437,95988.69277799135
2438,114600.83053444562
2439,86861.03144497384
2440,127404.79095494284
2441,96225.83550026693
2442,92785.02696052153
2443,142836.21409809825
2444,132349.97544862473
2445,74976.98891320784
2446,134913.24626945195
2447,188131.1001262905
2448,129851.01529064265
2449,105386.78907592205
2450,162151.88716372245
2451,112541.79136689918
2452,206575.71425531482
2453,86881.35617880785
2454,118488.68365896356
2455,111506.26491567542
2456,166882.73509656408
2457,149635.382450328
2458,140405.05077886305
2459,120782.2382195718
2460,139207.63424863972
2461,126711.76891010025
2462,124425.47955069368
2463,125294.8321759764
2464,196740.87159609844
2465,137753.8609361323
2466,113674.8649110813
2467,106326.6915972862
2468,92520.00971924054
2469,96098.57740074588
2470,217721.36010203048
2471,230346.11217814827
2472,186914.04125060656
2473,130187.76549861257
2474,79576.94045519951
2475,213604.72299948012
2476,116063.78663481449
2477,118687.97582825812
2478,152556.7081098636
2479,98781.44656519737
2480,160115.9607999721
2481,127303.78912898878
2482,103013.09241667466
2483,101992.2960670414
2484,122941.33701963167
2485,127954.7457492757
2486,165214.72164241786
2487,186480.66717233535
2488,166317.27038115638
2489,155202.81205978923
2490,141307.55479396068
2491,87196.74609924975
2492,178893.16425482862
2493,145458.38222705995
2494,138978.99668071794
2495,73665.21356961649
2496,221472.95830924998
2497,164928.81309056238
2498,114506.2786851188
2499,85624.21203916013
2500,125869.78390158134
2501,141229.59676748424
2502,149424.7576820222
2503,106330.03727741126
2504,497401.3152057404
2505,229568.05720013523
2506,247903.25931282438
2507,275327.05152898654
2508,243810.07370757594
2509,207206.26935223074
2510,203264.30863393706
2511,174827.07624921997
2512,217167.40005225365
2513,209836.66527000422
2514,332143.87094669696
2515,161788.20010569555
2516,169704.89995380005
2517,154472.3241585789
2518,141490.0990293194
2519,245225.8217416974
2520,219956.27772799556
2521,186733.82483667464
2522,219875.787869419
2523,114508.28112458813
2524,131949.4712216221
2525,152814.10675022754
2526,156340.0169953015
2527,117820.40015231518
2528,153472.93575240116
2529,39343.3666505139
2530,123363.43642200905
2531,266035.07715766714
2532,219693.3193670642
2533,197597.56010961256
2534,246486.49244772366
2535,278686.57016303693
2536,230737.88383048822
2537,257015.1248222911
2538,187977.88615232383
2539,185134.31400874446
2540,185369.7018286628
2541,173087.42062966994
2542,163705.21822178926
2543,107754.09726485892
2544,119408.47620497065
2545,129383.41724643859
2546,117083.43935505327
2547,139292.87835230448
2548,167418.98945281192
2549,155142.63740082274
2550,728408.2693644402
2551,137929.98840630174
2552,145042.502724333
2553,67944.1927523227
2554,81469.81537006592
2555,103501.01678897074
2556,90841.99673292908
2557,103549.90783495858
2558,181155.61871591516
2559,163781.05436385216
2560,165989.4915428772
2561,152413.25653473384
2562,169494.07915827146
2563,164802.56197072708
2564,185032.82457214597
2565,157822.2747550409
2566,176503.38747140815
2567,148421.31700371954
2568,226416.5684142085
2569,237836.69378325206
2570,121471.17311171212
2571,207109.99610537293
2572,176357.13225302173
2573,231634.68082209726
2574,172111.90264336698
2575,137854.13613226454
2576,194886.8994745447
2577,148714.6264420485
2578,68612.85202340997
2579,29419.087015232362
2580,96084.52304708312
2581,122579.03266279356
2582,119435.72314419647
2583,289276.9026679597
2584,174288.96768458586
2585,178536.16374272274
2586,216612.97022611953
2587,203943.38789868218
2588,147827.25989354707
2589,148181.00685479495
2590,198468.00111689096
2591,231661.66309694646
2592,221135.18092939726
2593,267270.49497607304
2594,175464.86151454368
2595,211823.55492721827
2596,285586.1857400765
2597,198192.99954852744
2598,278906.5896078553
2599,394804.6477799105
2600,523221.7649896984
2601,127160.20913608561
2602,73888.96331457148
2603,94697.3788667706
2604,85677.09192574449
2605,70973.20018614276
2606,133188.88332039912
2607,204970.4977983176
2608,175229.32657653073
2609,146220.17676319278
2610,106157.06312463904
2611,236544.6599696982
2612,153611.21518311792
2613,122127.07058132513
2614,111536.35615049399
2615,156789.72422210095
2616,149117.3667795557
2617,207706.6264251393
2618,202699.7733370505
2619,207387.6773850009
2620,191984.15574166566
2621,178187.80035604435
2622,180038.38073406942
2623,232599.63676873074
2624,281199.7636479094
2625,303895.6245285234
2626,170512.0378896202
2627,184630.45030492
2628,477732.086615431
2629,502346.8367617134
2630,384269.52604613255
2631,471003.1279418251
2632,419266.4660085017
2633,321035.1438059007
2634,436669.3348725337
2635,139176.07760079732
2636,161314.8863674534
2637,189859.16653690967
2638,267194.2845240623
2639,189392.30439194353
2640,152725.8329143749
2641,94743.44529648233
2642,166342.58415560113
2643,107318.98525912748
2644,102926.87510251129
2645,109199.90965351896
2646,93844.32970513139
2647,99181.76378157051
2648,152345.1508327831
2649,146640.25685441206
2650,137874.38027807293
2651,133167.6607322806
2652,387518.3348377064
2653,259596.1927170578
2654,280391.1274425747
2655,421789.16638196365
2656,330137.4536089479
2657,375148.2291872209
2658,337881.38323476457
2659,326139.5280320599
2660,360490.44906322786
2661,375690.89456926344
2662,394447.9446014437
2663,275813.06576317933
2664,297616.7775531487
2665,334351.61702818715
2666,297796.017543275
2667,181184.26431134125
2668,187644.6863153222
2669,192271.39016042431
2670,268411.3398073019
2671,190358.45920864996
2672,195199.96232418032
2673,202108.45244735634
2674,196621.1473739782
2675,189892.70532517755
2676,186310.9637545067
2677,205929.6298368321
2678,235076.89860537197
2679,279541.2336700001
2680,291039.2105356582
2681,409484.4478496377
2682,313081.5746393424
2683,487444.54817560466
2684,316766.14259724494
2685,336234.6082514316
2686,250934.8761546853
2687,300794.4058347229
2688,215866.36991359913
2689,213906.6628732962
2690,385359.6363817026
2691,200939.49922671882
2692,158377.65930626183
2693,211191.48386237017
2694,138365.1187428056
2695,201417.41640261994
2696,186249.31390127182
2697,189412.952409248
2698,217905.8288377902
2699,164642.32257876723
2700,139816.9410390753
2701,128654.22239173591
2702,82306.33521468207
2703,100902.34640177936
2704,144645.88335413128
2705,105549.11830388536
2706,78213.8818824139
2707,93187.66712521893
2708,143182.34417125877
2709,111730.97996359985
2710,137552.1987924959
2711,432466.3027871357
2712,412580.7223098652
2713,160876.32901146045
2714,141168.98538877247
2715,177977.44645445902
2716,129247.66525336928
2717,186599.77908586283
2718,212049.51878397763
2719,151816.853419481
2720,172254.84293301418
2721,124632.37033358347
2722,159133.32596138623
2723,132999.7685704703
2724,122618.48039635053
2725,124242.95168361129
2726,149745.41849873975
2727,183286.35134816697
2728,170942.95344909505
2729,145020.02983513116
2730,149211.2463375464
2731,124708.0655513682
2732,139216.76151411203
2733,159397.27820490874
2734,122981.87343996056
2735,140270.18289513342
